id_arbol,altura_tot,diametro,inclinacio
5632,8,10,0
5633,9,15,1
5634,9,74,2
5635,8,24,3
5636,8,51,0
5637,8,50,0
5638,5,200,0
5639,10,90,0
5640,2,106,0
5641,7,230,0
5642,15,80,0
5643,5,45,0
5644,1,21,0
5645,3,16,0
5646,3,16,0
5647,1,3,0
5648,2,2,0
5649,8,15,0
5650,9,13,0
5651,9,13,0
5652,9,12,0
5653,8,12,0
5654,8,10,0
5655,9,14,0
5656,9,13,0
5657,8,13,0
5658,25,75,6
5659,15,58,11
5660,19,40,0
5661,20,60,20
5662,16,70,0
5663,14,73,0
5664,17,72,0
5665,16,73,15
5666,17,62,0
5667,17,63,0
5668,7,50,0
5669,4,3,0
5670,8,6,0
5671,7,9,0
5672,19,76,6
5673,6,18,6
5674,6,18,8
5675,23,42,5
5676,1,5,0
5677,3,6,0
5678,3,5,5
5679,3,3,0
5680,15,27,0
5681,15,74,0
5682,1,9,39
5683,2,3,0
5684,20,51,23
5685,26,40,0
5686,26,61,0
5687,17,85,0
5688,3,14,3
5689,3,6,5
5690,3,6,0
5691,3,4,4
5692,2,2,3
5693,3,4,2
5694,3,4,3
5695,3,5,7
5696,3,5,10
5697,2,11,3
5698,2,14,6
5699,1,11,3
5700,2,2,10
5701,2,11,4
5702,3,5,0
5703,16,42,14
5704,15,32,7
5705,4,21,0
5706,8,18,0
5707,13,28,4
5708,24,35,0
5709,7,40,2
5710,7,40,0
5711,11,32,10
5712,10,32,4
5713,11,30,5
5714,13,55,1
5715,6,30,0
5716,8,40,0
5717,8,38,0
5718,8,25,0
5719,13,48,40
5720,13,65,22
5721,15,38,0
5722,10,70,5
5723,10,110,7
5724,15,400,0
5725,2,32,0
5726,14,36,0
5727,14,36,0
5728,6,28,0
5729,7,32,4
5730,7,22,0
5731,7,23,0
5732,8,38,10
5733,6,22,0
5734,12,30,0
5735,3,10,0
5736,4,20,0
5737,2,5,0
5738,5,18,0
5739,5,18,0
5740,5,18,0
5741,3,15,0
5742,3,19,0
5743,4,12,0
5744,15,52,0
5745,15,28,0
5746,15,63,0
5747,8,25,6
5748,7,16,6
5749,8,20,6
5750,8,18,6
5751,9,22,8
5752,9,18,0
5753,10,24,10
5754,7,22,6
5755,10,50,0
5756,21,36,0
5757,10,20,0
5758,15,32,0
5759,15,28,0
5760,5,4,0
5761,15,26,0
5762,8,34,0
5763,3,7,0
5764,4,7,0
5765,4,8,0
5766,4,5,0
5767,6,5,0
5768,6,7,13
5769,3,5,0
5770,3,6,4
5771,3,4,0
5772,5,5,0
5773,5,9,0
5774,5,6,0
5775,6,10,0
5776,3,6,0
5777,4,7,0
5778,3,6,0
5779,22,26,0
5780,17,31,0
5781,17,19,0
5782,13,16,5
5783,17,23,0
5784,17,22,0
5785,17,24,0
5786,3,18,0
5787,9,77,19
5788,6,20,0
5789,5,17,0
5790,6,11,0
5791,3,13,30
5792,4,10,0
5793,4,10,0
5794,6,14,0
5795,4,14,0
5796,2,5,0
5797,16,80,0
5798,16,100,0
5799,5,30,5
5800,4,22,3
5801,3,17,0
5802,2,9,0
5803,6,16,0
5804,3,13,0
5805,8,44,0
5806,7,28,6
5807,11,67,6
5808,37,82,0
5809,14,60,0
5810,30,78,0
5811,14,42,0
5812,15,28,0
5813,16,38,0
5814,16,43,8
5815,6,15,0
5816,6,10,0
5817,5,10,0
5818,4,10,0
5819,5,15,0
5820,5,10,0
5821,5,10,0
5822,3,6,0
5823,3,6,0
5824,8,10,0
5825,3,6,0
5826,3,22,2
5827,2,12,3
5828,1,4,0
5829,3,4,6
5830,3,2,0
5831,2,2,0
5832,4,5,0
5833,9,87,0
5834,6,50,0
5835,7,45,10
5836,8,82,6
5837,6,16,6
5838,17,78,0
5839,18,77,0
5840,9,50,0
5841,10,35,25
5842,23,44,10
5843,10,29,0
5844,9,20,0
5845,5,8,0
5846,24,37,4
5847,24,50,0
5848,27,69,0
5849,16,72,0
5850,19,50,0
5851,18,68,0
5852,12,18,0
5853,9,17,0
5854,3,20,0
5855,9,28,0
5856,5,25,10
5857,18,45,0
5858,25,80,0
5859,5,10,0
5860,4,10,15
5861,25,65,8
5862,20,48,22
5863,5,8,0
5864,3,5,0
5865,7,12,0
5866,6,10,0
5867,6,10,0
5868,3,5,0
5869,7,12,0
5870,6,10,0
5871,10,11,0
5872,11,15,0
5873,2,2,0
5874,7,12,0
5875,7,12,0
5876,7,12,0
5877,5,8,0
5878,7,12,0
5879,7,12,0
5880,11,15,0
5881,10,100,0
5882,6,10,0
5883,3,5,0
5884,5,8,0
5885,9,16,0
5886,18,60,23
5887,18,40,13
5888,6,10,0
5889,5,15,13
5890,6,15,8
5891,23,100,0
5892,18,56,13
5893,13,70,0
5894,9,25,0
5895,30,55,20
5896,30,110,0
5897,17,50,0
5898,18,50,0
5899,17,50,0
5900,8,36,0
5901,2,25,0
5902,10,60,0
5903,10,70,0
5904,25,63,0
5905,2,50,0
5906,7,100,10
5907,3,12,0
5908,18,85,0
5909,7,14,6
5910,25,80,0
5911,11,43,0
5912,15,70,0
5913,10,36,0
5914,18,66,5
5915,9,22,0
5916,8,94,0
5917,10,52,0
5918,8,22,0
5919,15,40,0
5920,19,350,0
5921,6,15,60
5922,15,200,0
5923,10,50,0
5924,22,68,0
5925,16,75,0
5926,13,31,10
5927,25,96,0
5928,22,49,0
5929,10,72,0
5930,10,61,0
5931,6,12,0
5932,7,15,4
5933,9,20,0
5934,9,20,0
5935,8,16,0
5936,9,22,0
5937,27,110,10
5938,1,4,0
5939,5,15,9
5940,1,12,9
5941,10,40,0
5942,13,24,4
5943,16,92,0
5944,1,2,0
5945,2,5,0
5946,1,3,0
5947,1,2,0
5948,2,4,0
5949,2,4,0
5950,2,3,0
5951,2,8,0
5952,2,9,0
5953,3,14,0
5954,3,15,0
5955,2,10,0
5956,2,6,0
5957,3,10,6
5958,1,9,0
5959,10,41,5
5960,22,78,3
5961,22,85,4
5962,22,93,3
5963,22,56,4
5964,12,58,0
5965,10,63,0
5966,20,60,0
5967,14,43,9
5968,9,23,8
5969,10,24,4
5970,6,38,12
5971,11,68,0
5972,11,32,6
5973,11,20,7
5974,3,4,0
5975,3,2,0
5976,3,4,0
5977,3,3,0
5978,3,5,0
5979,30,135,12
5980,3,35,0
5981,12,20,0
5982,11,25,6
5983,18,32,0
5984,8,88,0
5985,12,80,15
5986,12,64,0
5987,11,55,0
5988,5,13,0
5989,4,10,0
5990,2,8,0
5991,3,8,0
5992,2,15,0
5993,3,13,0
5994,26,90,0
5995,16,50,10
5996,22,50,0
5997,3,18,0
5998,5,22,0
5999,15,66,0
6000,23,32,0
6001,1,4,0
6002,4,10,0
6003,6,54,5
6004,10,221,0
6005,23,80,0
6006,22,78,0
6007,14,76,0
6008,23,70,9
6009,23,65,13
6010,20,70,0
6011,15,53,0
6012,17,53,0
6013,16,53,25
6014,5,9,10
6015,3,4,9
6016,2,5,11
6017,4,14,0
6018,4,11,6
6019,3,5,0
6020,7,14,0
6021,4,7,0
6022,7,8,0
6023,9,16,0
6024,5,9,14
6025,7,8,0
6026,7,12,19
6027,5,14,7
6028,6,12,6
6029,27,88,10
6030,27,62,21
6031,15,43,6
6032,15,86,15
6033,4,35,0
6034,14,36,6
6035,7,50,0
6036,5,10,0
6037,7,13,0
6038,8,20,0
6039,4,6,0
6040,8,20,34
6041,18,49,0
6042,19,56,0
6043,16,48,0
6044,20,62,9
6045,19,54,0
6046,18,54,0
6047,20,50,0
6048,22,86,0
6049,21,75,0
6050,2,10,0
6051,23,44,0
6052,23,49,0
6053,22,47,0
6054,16,72,0
6055,14,84,0
6056,15,67,0
6057,17,58,0
6058,12,52,0
6059,9,15,6
6060,10,80,0
6061,22,76,6
6062,18,50,0
6063,13,106,5
6064,14,32,0
6065,17,36,0
6066,18,185,0
6067,20,98,0
6068,10,30,0
6069,3,10,0
6070,20,115,0
6071,7,45,0
6072,6,50,0
6073,1,25,0
6074,13,32,0
6075,9,68,0
6076,4,15,0
6077,10,30,0
6078,4,7,5
6079,6,45,0
6080,5,21,0
6081,3,2,0
6082,3,2,0
6083,3,2,0
6084,2,8,6
6085,5,12,6
6086,10,27,0
6087,4,14,0
6088,4,15,6
6089,6,16,4
6090,16,76,0
6091,17,72,5
6092,17,65,0
6093,18,71,0
6094,17,79,16
6095,21,78,4
6096,8,130,0
6097,9,15,0
6098,10,14,11
6099,3,15,0
6100,3,8,0
6101,7,8,0
6102,10,17,0
6103,10,19,10
6104,10,15,17
6105,4,7,0
6106,10,20,0
6107,10,17,0
6108,10,20,26
6109,10,15,0
6110,10,15,11
6111,2,15,0
6112,3,6,0
6113,4,7,0
6114,11,15,0
6115,10,14,9
6116,10,18,0
6117,10,18,0
6118,10,16,30
6119,3,15,0
6120,3,15,0
6121,3,8,0
6122,6,13,0
6123,4,6,0
6124,10,16,18
6125,10,16,0
6126,10,18,0
6127,10,19,27
6128,11,15,0
6129,10,18,0
6130,3,15,0
6131,2,3,0
6132,7,16,0
6133,7,10,0
6134,10,11,0
6135,10,12,0
6136,3,15,0
6137,4,7,0
6138,11,15,0
6139,10,22,0
6140,19,40,0
6141,10,14,19
6142,5,10,12
6143,6,17,5
6144,5,12,3
6145,5,17,6
6146,6,17,7
6147,7,26,7
6148,18,48,0
6149,3,7,0
6150,4,8,0
6151,6,11,5
6152,5,10,0
6153,8,16,0
6154,6,12,8
6155,6,11,0
6156,12,186,0
6157,6,14,9
6158,6,11,0
6159,3,7,0
6160,7,5,0
6161,6,12,0
6162,3,6,0
6163,7,15,0
6164,4,11,0
6165,6,6,0
6166,6,13,0
6167,3,6,0
6168,4,7,0
6169,4,7,0
6170,4,8,0
6171,6,12,0
6172,4,7,0
6173,4,7,0
6174,17,80,11
6175,7,16,0
6176,15,40,0
6177,7,15,0
6178,6,85,0
6179,21,72,0
6180,9,78,0
6181,10,86,10
6182,7,15,5
6183,5,8,0
6184,10,18,0
6185,20,48,3
6186,13,25,4
6187,11,25,28
6188,6,20,0
6189,12,30,0
6190,4,16,0
6191,7,37,12
6192,3,5,5
6193,2,10,0
6194,2,5,0
6195,5,6,0
6196,1,8,20
6197,1,26,10
6198,15,35,15
6199,8,30,20
6200,6,20,20
6201,11,70,10
6202,10,75,7
6203,20,30,15
6204,15,30,0
6205,15,35,0
6206,3,6,5
6207,13,70,0
6208,10,42,10
6209,10,32,11
6210,4,25,0
6211,20,60,0
6212,20,36,0
6213,10,34,0
6214,19,92,0
6215,16,28,0
6216,7,30,6
6217,8,42,0
6218,13,57,0
6219,20,60,5
6220,13,50,8
6221,28,36,15
6222,16,100,0
6223,22,66,0
6224,17,25,0
6225,3,2,0
6226,16,26,3
6227,18,26,0
6228,18,28,0
6229,18,20,0
6230,18,25,0
6231,14,35,4
6232,19,25,0
6233,18,26,0
6234,18,20,0
6235,15,25,1
6236,16,30,0
6237,18,27,0
6238,10,22,2
6239,16,25,1
6240,10,25,0
6241,17,40,0
6242,18,10,0
6243,18,30,0
6244,13,21,0
6245,12,21,3
6246,16,30,0
6247,18,20,0
6248,15,20,0
6249,17,30,0
6250,18,50,0
6251,18,20,0
6252,18,32,0
6253,16,15,0
6254,19,70,0
6255,16,27,5
6256,17,50,0
6257,9,15,3
6258,2,10,0
6259,2,12,0
6260,21,52,0
6261,6,31,11
6262,6,32,12
6263,25,73,0
6264,15,40,0
6265,17,85,0
6266,2,29,0
6267,7,16,0
6268,11,26,0
6269,6,32,0
6270,8,36,12
6271,8,30,15
6272,11,32,15
6273,11,36,15
6274,15,33,4
6275,16,27,0
6276,3,8,0
6277,4,10,6
6278,7,52,13
6279,7,33,0
6280,17,59,2
6281,15,52,8
6282,5,5,0
6283,4,5,0
6284,4,5,0
6285,10,48,6
6286,12,88,6
6287,5,8,3
6288,1,40,0
6289,13,22,10
6290,13,49,6
6291,10,21,0
6292,32,80,5
6293,13,24,0
6294,6,88,0
6295,32,86,0
6296,13,22,0
6297,15,30,0
6298,30,54,0
6299,14,68,0
6300,25,65,0
6301,17,20,0
6302,32,80,15
6303,32,49,6
6304,30,55,15
6305,7,94,10
6306,32,39,10
6307,25,63,0
6308,32,61,10
6309,32,40,25
6310,8,22,0
6311,33,76,5
6312,32,60,0
6313,27,68,0
6314,25,90,0
6315,22,52,5
6316,7,25,0
6317,6,20,0
6318,9,28,10
6319,3,5,0
6320,11,56,10
6321,3,10,0
6322,3,8,0
6323,4,6,0
6324,5,8,0
6325,3,12,0
6326,3,10,0
6327,13,52,0
6328,11,54,0
6329,10,62,13
6330,1,4,0
6331,10,52,0
6332,10,44,0
6333,4,15,10
6334,6,30,0
6335,11,35,0
6336,11,40,0
6337,10,36,0
6338,4,8,0
6339,8,20,13
6340,12,30,10
6341,3,8,0
6342,5,10,15
6343,6,10,0
6344,7,10,10
6345,23,49,0
6346,15,66,6
6347,20,70,0
6348,20,78,0
6349,17,55,0
6350,5,7,3
6351,5,9,4
6352,15,80,5
6353,8,12,8
6354,8,12,7
6355,5,7,4
6356,16,58,6
6357,9,34,5
6358,2,30,0
6359,1,11,0
6360,2,6,0
6361,1,6,0
6362,2,9,0
6363,1,3,0
6364,2,4,0
6365,2,3,0
6366,20,90,0
6367,17,24,13
6368,8,27,0
6369,21,100,0
6370,20,86,0
6371,18,33,0
6372,22,80,0
6373,14,146,0
6374,2,18,0
6375,15,30,0
6376,16,40,15
6377,4,22,6
6378,10,124,0
6379,8,74,0
6380,11,102,0
6381,8,25,0
6383,11,40,10
6384,11,35,0
6385,11,28,5
6386,11,40,3
6387,11,39,5
6388,11,28,7
6389,12,36,5
6390,10,28,0
6391,6,25,30
6392,15,60,0
6393,14,60,0
6394,6,30,0
6395,8,20,0
6396,22,44,17
6397,22,53,0
6398,20,60,0
6399,5,20,0
6400,4,16,0
6401,22,51,13
6402,10,70,0
6403,27,110,0
6404,7,32,0
6405,9,24,0
6406,20,65,0
6407,8,19,10
6408,8,31,5
6409,20,82,10
6410,20,75,12
6411,21,90,15
6412,19,45,0
6413,11,34,36
6414,12,50,5
6415,5,5,0
6416,5,4,0
6417,4,5,0
6418,9,34,6
6419,4,4,0
6420,5,3,0
6421,4,3,0
6422,3,2,0
6423,18,18,3
6424,11,22,8
6425,11,32,5
6426,10,39,10
6427,11,55,4
6428,3,3,4
6429,16,30,5
6430,18,30,0
6431,8,10,3
6432,4,12,10
6433,3,5,0
6434,5,10,0
6435,5,9,0
6436,4,10,0
6437,3,6,0
6438,4,13,0
6439,5,9,2
6440,5,8,2
6441,5,12,15
6442,5,10,0
6443,5,8,2
6444,5,4,0
6445,5,12,0
6446,5,10,0
6447,2,6,0
6448,5,9,0
6449,4,11,0
6450,6,8,6
6451,7,7,0
6452,5,11,0
6453,5,9,9
6454,5,11,15
6455,2,3,25
6456,2,4,0
6457,6,6,0
6458,5,9,0
6459,5,9,0
6460,5,12,3
6461,3,12,15
6462,3,7,0
6463,3,8,0
6464,5,7,0
6465,6,6,0
6466,5,12,0
6467,2,4,0
6468,5,6,0
6469,2,4,27
6470,3,18,0
6471,2,8,0
6472,2,4,0
6473,25,60,0
6474,25,46,0
6475,2,5,0
6476,23,55,0
6477,12,29,0
6478,4,13,0
6479,13,39,0
6480,2,3,0
6481,2,5,13
6482,2,2,0
6483,5,7,7
6484,30,100,10
6485,20,50,0
6486,23,70,6
6487,10,48,0
6488,1,82,0
6489,22,52,0
6490,7,16,0
6491,6,44,5
6492,8,18,6
6493,5,28,0
6494,7,22,20
6495,12,37,12
6496,5,10,0
6497,8,15,0
6498,12,16,0
6499,6,12,6
6500,11,20,0
6501,5,12,0
6502,6,12,12
6503,12,20,6
6504,17,60,5
6505,23,75,6
6506,6,65,0
6507,29,94,0
6508,12,30,0
6509,13,32,0
6510,10,60,0
6511,7,30,0
6512,14,52,13
6513,25,88,0
6514,20,52,3
6515,13,40,7
6516,15,33,0
6517,30,95,4
6518,2,7,12
6519,8,26,0
6520,3,5,7
6521,3,7,0
6522,2,8,0
6523,16,46,8
6524,17,60,7
6525,13,43,0
6526,21,8,5
6527,11,75,0
6528,12,63,32
6529,12,50,20
6530,12,40,6
6531,12,80,12
6532,10,40,16
6533,10,50,0
6534,21,110,0
6535,26,100,9
6536,17,81,0
6537,6,22,0
6538,4,6,0
6539,13,58,0
6540,16,48,9
6541,16,28,0
6542,16,24,0
6543,13,22,0
6544,6,50,0
6545,12,33,0
6546,24,5,9
6547,22,80,0
6548,22,75,10
6549,16,53,6
6550,34,83,0
6551,26,122,0
6552,43,70,0
6553,25,80,0
6554,34,81,10
6555,34,77,10
6556,17,74,0
6557,7,45,0
6558,12,50,0
6559,43,120,0
6560,43,110,0
6561,25,90,0
6562,22,50,0
6563,23,60,0
6564,24,65,0
6565,26,85,0
6566,16,92,0
6567,20,71,0
6568,26,75,0
6569,25,120,11
6570,13,60,18
6571,15,90,0
6572,15,80,0
6573,15,74,0
6574,12,56,37
6575,13,80,0
6576,12,30,0
6577,21,57,6
6578,4,26,0
6579,23,49,0
6580,13,30,30
6581,9,50,0
6582,9,35,0
6583,3,40,0
6584,9,40,0
6585,9,41,0
6586,3,40,0
6587,9,40,0
6588,9,35,0
6589,4,11,0
6590,5,20,0
6591,9,32,7
6592,6,30,0
6593,6,35,0
6594,21,75,0
6595,23,50,0
6596,23,39,0
6597,23,48,0
6598,23,38,0
6599,23,42,10
6600,15,73,0
6601,14,39,7
6602,18,50,12
6603,9,26,0
6604,13,34,10
6605,20,52,10
6606,17,56,11
6607,26,84,0
6608,4,19,0
6609,18,45,0
6610,13,44,0
6611,25,115,0
6612,10,35,32
6613,9,14,10
6614,12,30,5
6615,11,35,7
6616,16,68,40
6617,11,48,18
6618,15,56,5
6619,14,37,0
6620,20,65,6
6621,12,38,4
6622,20,62,0
6623,13,57,0
6624,9,10,8
6625,17,79,0
6626,7,20,0
6627,6,15,0
6628,25,90,7
6629,20,60,25
6630,20,45,10
6631,15,55,0
6632,20,75,0
6633,20,72,0
6634,6,28,0
6635,18,100,12
6636,18,130,0
6637,18,59,0
6638,17,48,23
6639,28,95,0
6640,22,78,0
6641,22,54,0
6642,22,85,7
6643,22,52,0
6644,43,90,0
6645,31,72,0
6646,31,50,0
6647,31,65,0
6648,25,95,0
6649,42,110,0
6650,34,86,0
6651,34,68,18
6652,34,70,7
6653,18,60,11
6654,34,77,0
6655,34,55,6
6656,34,88,0
6657,14,26,0
6658,6,9,0
6659,26,60,0
6660,26,70,0
6661,43,88,0
6662,21,41,18
6663,31,60,0
6664,34,103,12
6665,26,104,0
6666,26,88,0
6667,43,70,5
6668,4,7,0
6669,31,65,0
6670,34,52,10
6671,34,70,13
6672,18,23,8
6673,34,33,0
6674,26,102,0
6675,26,95,0
6676,25,85,10
6677,43,87,0
6678,24,62,0
6679,25,90,0
6680,26,80,0
6681,7,31,3
6682,34,53,0
6683,34,98,0
6684,13,52,0
6685,13,51,0
6686,10,52,6
6687,22,67,0
6688,22,66,5
6689,22,45,0
6690,12,18,10
6691,14,104,0
6692,10,27,0
6693,21,58,23
6694,13,47,25
6695,12,52,35
6696,14,46,10
6697,8,37,12
6698,5,200,0
6699,22,68,0
6700,22,50,8
6701,20,60,6
6702,22,91,0
6703,12,47,6
6704,11,28,0
6705,21,78,0
6706,22,46,6
6707,7,10,5
6708,17,44,30
6709,6,37,15
6710,14,72,10
6711,3,7,0
6712,3,7,16
6713,3,7,0
6714,20,94,0
6715,5,15,13
6716,5,19,12
6717,17,65,0
6718,27,110,0
6719,27,72,0
6720,2,3,0
6721,6,28,21
6722,6,22,11
6723,21,93,2
6724,7,26,20
6725,12,46,8
6726,12,34,4
6727,1,7,0
6728,22,56,0
6729,18,88,0
6730,20,75,0
6731,16,64,0
6732,16,62,0
6733,13,57,6
6734,14,63,0
6735,2,6,6
6736,9,26,0
6737,33,163,0
6738,19,102,0
6739,8,20,0
6740,10,27,0
6741,3,3,10
6742,3,6,18
6743,5,8,0
6744,24,49,0
6745,9,37,0
6746,12,23,0
6747,11,23,0
6748,8,26,2
6749,22,86,0
6750,5,11,0
6751,11,82,0
6752,7,27,0
6753,18,38,0
6754,16,30,0
6755,17,40,0
6756,6,27,0
6757,21,38,0
6758,20,72,0
6759,23,52,0
6760,23,55,10
6761,23,70,0
6762,32,80,5
6763,2,100,0
6764,10,30,0
6765,11,40,0
6766,12,65,0
6767,7,30,10
6768,7,42,0
6769,8,22,6
6770,10,38,0
6771,22,65,5
6772,20,53,6
6773,14,30,4
6774,13,29,3
6775,13,26,7
6776,12,35,5
6777,11,25,10
6778,14,30,0
6779,14,30,0
6780,9,50,0
6781,18,40,22
6782,19,45,0
6783,19,50,14
6784,49,26,0
6785,19,35,15
6786,18,60,13
6787,9,24,10
6788,25,75,0
6789,26,70,0
6790,18,110,0
6791,27,50,0
6792,47,70,0
6793,17,60,0
6794,18,45,0
6795,5,30,0
6796,20,64,0
6797,7,16,0
6798,8,31,14
6799,8,34,10
6800,9,42,14
6801,20,82,2
6802,23,75,10
6803,7,15,10
6804,16,34,0
6805,12,60,0
6806,23,100,0
6807,14,120,0
6808,10,52,0
6809,9,62,0
6810,10,28,0
6811,12,42,8
6812,10,55,10
6813,7,24,42
6814,9,240,0
6815,5,9,28
6816,6,35,35
6817,5,25,20
6818,5,8,0
6819,12,26,0
6820,23,39,0
6821,23,3,0
6822,16,51,3
6823,2,8,0
6824,2,6,0
6825,2,6,0
6826,2,6,0
6827,2,6,0
6828,10,27,0
6829,7,14,0
6830,2,3,0
6831,19,22,18
6832,19,38,21
6833,18,44,0
6834,15,75,10
6835,22,60,0
6836,1,5,0
6837,1,4,0
6838,1,2,0
6839,13,18,0
6840,13,18,0
6841,13,16,0
6842,13,15,0
6843,13,15,0
6844,13,17,0
6845,13,18,0
6846,13,18,0
6847,13,18,0
6848,13,18,0
6849,13,18,0
6850,13,18,0
6851,13,12,0
6852,13,18,0
6853,13,18,0
6854,10,60,0
6855,10,60,12
6856,15,44,0
6857,13,25,0
6858,11,27,15
6859,8,32,0
6860,6,50,0
6861,5,19,0
6862,4,11,0
6863,1,3,0
6864,17,46,0
6865,18,64,0
6866,17,58,0
6867,17,72,0
6868,26,63,0
6869,3,5,0
6870,10,12,0
6871,17,15,0
6872,13,39,12
6873,18,70,0
6874,13,56,5
6875,12,42,0
6876,20,65,0
6877,17,80,26
6878,12,45,0
6879,2,24,12
6880,5,1,10
6881,3,2,8
6882,5,2,9
6883,9,23,0
6884,17,50,21
6885,17,50,11
6886,11,12,0
6887,14,17,0
6888,13,25,0
6889,15,15,0
6890,11,14,3
6891,9,14,0
6892,4,20,0
6893,4,13,0
6894,4,8,0
6895,13,50,0
6896,7,23,0
6897,12,43,0
6898,12,22,0
6899,12,31,0
6900,12,51,0
6901,12,35,0
6902,12,36,3
6903,12,26,0
6904,12,32,0
6905,2,80,0
6906,1,5,0
6907,1,100,0
6908,13,62,5
6909,13,22,2
6910,7,40,0
6911,13,58,0
6912,2,4,10
6913,3,6,10
6914,13,45,20
6915,2,5,12
6916,2,7,0
6917,10,62,0
6918,7,73,0
6919,5,12,6
6920,7,10,0
6921,6,10,12
6922,3,24,0
6923,10,72,6
6924,7,50,0
6925,4,28,12
6926,17,55,22
6927,2,9,0
6928,1,3,0
6929,2,5,0
6930,2,4,0
6931,2,4,0
6932,25,120,8
6933,6,15,6
6934,20,51,0
6935,20,54,0
6936,17,48,10
6937,17,78,26
6938,25,130,4
6939,9,46,0
6940,4,25,12
6941,16,95,11
6942,12,50,20
6943,20,30,0
6944,23,80,10
6945,11,50,6
6946,11,20,10
6947,5,14,11
6948,13,44,5
6949,21,170,0
6950,17,33,0
6951,13,43,3
6952,21,58,0
6953,18,44,0
6954,15,56,0
6955,15,48,0
6956,8,26,4
6957,5,26,20
6958,15,81,10
6959,12,56,3
6960,17,91,0
6961,14,44,0
6962,11,35,21
6963,16,55,0
6964,23,85,0
6965,12,46,0
6966,6,20,0
6967,14,61,15
6968,11,62,0
6969,20,47,6
6970,9,18,0
6971,7,15,0
6972,4,8,0
6973,3,5,0
6974,3,5,7
6975,2,2,0
6976,4,12,30
6977,3,4,0
6978,2,5,0
6979,2,6,0
6980,9,28,4
6981,7,28,0
6982,3,6,15
6983,22,55,0
6984,1,25,0
6985,18,80,3
6986,25,40,0
6987,15,58,8
6988,17,21,0
6989,17,22,0
6990,17,35,0
6991,17,26,8
6992,17,25,0
6993,17,25,6
6994,17,25,9
6995,17,21,6
6996,17,28,3
6997,17,30,0
6998,5,18,0
6999,17,27,3
7000,17,24,0
7001,17,30,5
7002,15,17,0
7003,17,36,0
7004,17,20,10
7005,10,12,0
7006,11,18,0
7007,11,15,0
7008,14,13,17
7009,10,11,0
7010,9,14,0
7011,14,58,20
7012,13,68,5
7013,8,70,15
7014,9,19,5
7015,2,23,0
7016,14,38,46
7017,10,20,0
7018,4,15,0
7019,15,39,0
7020,16,54,0
7021,10,20,0
7022,10,20,0
7023,10,20,0
7024,10,20,0
7025,10,20,0
7026,14,38,17
7027,10,20,0
7028,10,20,0
7029,10,20,0
7030,10,20,0
7031,21,48,26
7032,10,22,0
7033,10,20,0
7034,10,20,0
7035,13,35,38
7036,10,20,0
7037,10,20,0
7038,11,28,0
7039,16,50,0
7040,16,53,0
7041,10,20,0
7042,7,11,0
7043,10,20,0
7044,12,42,0
7045,8,30,7
7046,18,92,0
7047,19,81,0
7048,18,79,2
7049,17,60,4
7050,15,62,0
7051,18,69,6
7052,17,75,4
7053,33,90,0
7054,4,13,0
7055,7,32,0
7056,7,70,0
7057,7,25,0
7058,8,46,16
7059,2,142,0
7060,18,60,0
7061,33,78,10
7062,32,75,5
7063,33,120,10
7064,32,123,10
7065,4,11,4
7066,32,62,5
7067,3,70,0
7068,2,50,0
7069,4,12,0
7070,2,9,0
7071,7,33,0
7072,10,9,0
7073,8,40,0
7074,8,33,0
7075,29,163,0
7076,2,13,0
7077,12,92,0
7078,11,50,15
7079,10,38,0
7080,7,30,0
7081,5,18,0
7082,31,140,0
7083,14,28,0
7084,8,40,18
7085,10,34,0
7086,10,21,5
7087,9,18,0
7088,6,32,5
7089,12,65,0
7090,18,85,0
7091,13,27,0
7092,12,53,0
7093,9,40,3
7094,5,24,16
7095,13,92,0
7096,27,75,5
7097,28,88,0
7098,27,90,0
7099,23,105,0
7100,23,117,0
7101,14,13,12
7102,14,41,0
7103,19,84,0
7104,10,40,0
7105,2,12,0
7106,2,10,0
7107,9,20,0
7108,2,10,50
7109,5,14,0
7110,18,100,0
7111,3,12,0
7112,17,64,0
7113,11,58,0
7114,9,81,0
7115,10,85,10
7116,18,55,5
7117,18,44,0
7118,8,68,0
7119,9,27,10
7120,4,20,0
7121,5,30,0
7122,17,200,0
7123,16,200,0
7124,12,40,0
7125,12,22,0
7126,12,22,0
7127,13,22,0
7128,13,24,5
7129,9,26,0
7130,10,15,0
7131,9,12,5
7132,5,13,0
7133,4,12,10
7134,9,18,0
7135,21,10,0
7136,12,14,0
7137,12,16,4
7138,15,22,7
7139,15,20,0
7140,10,16,0
7141,8,13,0
7142,10,14,0
7143,6,8,0
7144,6,5,0
7145,1,2,10
7146,2,2,0
7147,4,6,0
7148,3,7,13
7149,4,9,0
7150,5,11,0
7151,3,5,0
7152,5,6,0
7153,3,4,0
7154,6,13,0
7155,6,32,0
7156,8,18,0
7157,2,4,24
7158,18,40,13
7159,10,90,0
7160,4,7,0
7161,2,2,0
7162,4,9,0
7163,3,10,0
7164,3,5,0
7165,3,5,8
7166,19,86,4
7167,15,48,0
7168,20,100,0
7169,25,85,0
7170,14,35,0
7171,6,70,0
7172,21,82,0
7173,2,30,0
7174,15,54,0
7175,15,50,0
7176,10,34,8
7177,14,38,9
7178,22,98,0
7179,16,112,0
7180,23,110,0
7181,15,23,0
7182,21,50,0
7183,19,47,0
7184,16,40,0
7185,3,20,0
