id_arbol,altura_tot,diametro,inclinacio
619,22,34,0
620,22,34,0
621,22,34,0
622,22,34,0
623,22,34,0
624,22,34,0
625,22,34,0
626,22,34,0
627,22,34,0
628,22,34,0
629,22,34,0
630,22,34,0
631,22,34,0
632,22,34,0
633,22,34,0
634,22,34,0
635,22,34,0
636,22,34,0
637,22,34,0
638,22,34,0
639,22,34,0
640,22,34,0
641,22,34,0
642,22,34,0
643,22,34,0
644,22,34,0
645,22,34,0
646,22,34,0
647,22,34,0
648,22,34,0
649,22,34,0
650,22,34,0
651,22,34,0
652,22,34,0
653,22,34,0
654,22,34,0
655,22,34,0
656,22,34,0
657,22,34,0
658,22,34,0
659,22,34,0
660,22,34,0
661,22,34,0
662,22,34,0
663,22,34,0
664,22,34,0
665,22,34,0
666,22,34,0
667,22,34,0
668,22,34,0
669,22,34,0
670,22,34,0
671,22,34,0
672,22,34,0
673,22,34,0
674,22,34,0
675,22,34,0
676,22,34,0
677,22,34,0
678,22,34,0
679,22,34,0
680,22,34,0
681,22,34,0
682,22,34,0
683,22,34,0
684,22,34,0
685,22,34,0
686,22,34,0
687,22,34,0
688,22,34,0
689,22,34,0
690,22,34,0
691,22,34,0
692,22,34,0
693,22,34,0
694,22,34,0
695,22,34,0
696,22,34,0
697,22,34,0
698,22,34,0
699,22,34,0
700,22,34,0
701,22,34,0
702,22,34,0
703,22,34,0
704,22,34,0
705,22,34,0
706,22,34,0
707,22,34,0
708,22,34,0
709,22,34,0
710,22,34,0
711,22,34,0
712,22,34,0
713,22,34,0
714,22,34,0
715,22,34,0
716,22,34,0
717,22,34,0
718,22,34,0
719,22,34,0
720,22,34,0
721,22,34,0
722,22,34,0
723,22,34,0
724,22,34,0
725,22,34,0
726,22,34,0
727,22,34,0
728,22,34,0
729,22,34,0
730,22,34,0
731,22,34,0
732,22,34,0
733,22,34,0
734,22,34,0
735,22,34,0
736,22,34,0
737,22,34,0
738,22,34,0
739,22,34,0
740,22,34,0
741,22,34,0
742,22,34,0
743,22,34,0
744,22,34,0
745,22,34,0
746,22,34,0
747,22,34,0
748,22,34,0
749,22,34,0
750,22,34,0
751,22,34,0
752,22,34,0
753,22,34,0
754,22,34,0
755,22,34,0
756,22,34,0
757,22,34,0
758,22,34,0
759,22,34,0
760,22,34,0
761,22,34,0
762,22,34,0
763,22,34,0
764,22,34,0
765,22,34,0
766,22,34,0
767,22,34,0
768,22,34,0
769,22,34,0
770,22,34,0
771,22,34,0
772,22,34,0
773,22,34,0
774,22,34,0
775,22,34,0
776,22,34,0
777,22,34,0
778,22,34,0
779,22,34,0
780,22,34,0
781,22,34,0
782,22,34,0
783,22,34,0
784,22,34,0
785,22,34,0
786,22,34,0
787,22,34,0
788,22,34,0
789,22,34,0
790,22,34,0
791,22,34,0
792,22,34,0
793,22,34,0
794,22,34,0
795,22,34,0
796,22,34,0
797,22,34,0
798,22,34,0
799,22,34,0
800,22,34,0
801,22,34,0
802,22,34,0
803,22,34,0
804,22,34,0
805,22,34,0
806,22,34,0
807,22,34,0
808,22,34,0
809,22,34,0
810,22,34,0
811,22,34,0
812,22,34,0
813,22,34,0
814,22,34,0
815,22,34,0
816,22,34,0
817,22,34,0
818,22,34,0
819,22,34,0
820,22,34,0
821,22,34,0
822,22,34,0
823,22,34,0
824,22,34,0
825,22,34,0
826,22,34,0
827,22,34,0
828,22,34,0
829,22,34,0
830,22,34,0
831,22,34,0
832,22,34,0
833,22,34,0
834,22,34,0
835,22,34,0
836,22,34,0
837,22,34,0
838,22,34,0
839,22,34,0
840,22,34,0
841,22,34,0
842,22,34,0
843,22,34,0
844,22,34,0
845,22,34,0
846,22,34,0
847,22,34,0
848,22,34,0
849,22,34,0
850,22,34,0
851,22,34,0
852,22,34,0
853,22,34,0
854,22,34,0
855,22,34,0
856,22,34,0
857,22,34,0
858,22,34,0
859,22,34,0
860,22,34,0
861,22,34,0
862,22,34,0
863,22,34,0
864,22,34,0
865,22,34,0
866,22,34,0
867,22,34,0
868,22,34,0
869,22,34,0
870,22,34,0
871,22,34,0
872,22,34,0
873,22,34,0
874,22,34,0
875,22,34,0
876,22,34,0
877,22,34,0
878,22,34,0
879,22,34,0
880,22,34,0
881,22,34,0
882,22,34,0
883,22,34,0
884,22,34,0
885,22,34,0
886,22,34,0
887,22,34,0
888,22,34,0
889,22,34,0
890,22,34,0
891,22,34,0
892,22,34,0
893,22,34,0
894,22,34,0
895,22,34,0
896,22,34,0
897,22,34,0
898,22,34,0
899,22,34,0
900,22,34,0
901,22,34,0
902,22,34,0
903,22,34,0
904,4,14,0
905,4,14,0
906,4,14,0
907,4,14,0
908,4,14,0
909,4,14,0
910,4,14,0
911,4,14,0
912,4,14,0
913,21,32,0
914,21,32,0
915,21,32,0
916,21,32,0
917,21,32,0
918,21,32,0
919,21,32,0
920,21,32,0
921,21,32,0
922,21,32,0
923,21,32,0
924,21,32,0
925,21,32,0
926,21,32,0
927,21,32,0
928,21,32,0
929,21,32,0
930,21,32,0
931,21,32,0
932,21,32,0
933,21,32,0
934,21,32,0
935,21,32,0
936,21,32,0
937,21,32,0
938,21,32,0
939,21,32,0
940,21,32,0
941,21,32,0
942,21,32,0
943,21,32,0
944,21,32,0
945,21,32,0
946,21,32,0
947,21,32,0
948,21,32,0
949,21,32,0
950,21,32,0
951,21,32,0
952,21,32,0
953,21,32,0
954,21,32,0
955,21,32,0
956,21,32,0
957,21,32,0
958,21,32,0
959,21,32,0
960,21,32,0
961,21,32,0
962,21,32,0
963,21,32,0
964,21,32,0
965,21,32,0
966,21,32,0
967,21,32,0
968,21,32,0
969,21,32,0
970,21,32,0
971,21,32,0
972,21,32,0
973,21,32,0
974,21,32,0
975,21,32,0
976,21,32,0
977,21,32,0
978,21,32,0
979,21,32,0
980,21,32,0
981,21,32,0
982,21,32,0
983,21,32,0
984,21,32,0
985,21,32,0
986,21,32,0
987,21,32,0
988,21,32,0
989,21,32,0
990,21,32,0
991,21,32,0
992,21,32,0
993,21,32,0
994,21,32,0
995,21,32,0
996,21,32,0
997,21,32,0
998,21,32,0
999,21,32,0
1000,21,32,0
1001,21,32,0
1002,21,32,0
1003,21,32,0
1004,21,32,0
1005,21,32,0
1006,21,32,0
1007,21,32,0
1008,21,32,0
1009,21,32,0
1010,21,32,0
1011,21,32,0
1012,21,32,0
1013,21,32,0
1014,21,32,0
1015,21,32,0
1016,21,32,0
1017,21,32,0
1018,21,32,0
1019,21,32,0
1020,21,32,0
1021,21,32,0
1022,21,32,0
1023,21,32,0
1024,21,32,0
1025,21,32,0
1026,21,32,0
1027,21,32,0
1028,21,32,0
1029,21,32,0
1030,21,32,0
1031,21,32,0
1032,21,32,0
1033,21,32,0
1034,21,32,0
1035,21,32,0
1036,21,32,0
1037,21,32,0
1038,21,32,0
1039,21,32,0
1040,21,32,0
1041,21,32,0
1042,21,32,0
1043,21,32,0
1044,21,32,0
1045,21,32,0
1046,21,32,0
1047,21,32,0
1048,21,32,0
1049,21,32,0
1050,21,32,0
1051,21,32,0
1052,21,32,0
1053,21,32,0
1054,21,32,0
1055,21,32,0
1056,21,32,0
1057,21,32,0
1058,21,32,0
1059,21,32,0
1060,21,32,0
1061,21,32,0
1062,21,32,0
1063,21,32,0
1064,21,32,0
1065,21,32,0
1066,21,32,0
1067,21,32,0
1068,21,32,0
1069,21,32,0
1070,21,32,0
1071,21,32,0
1072,21,32,0
1073,21,32,0
1074,21,32,0
1075,21,32,0
1076,21,32,0
1077,21,32,0
1078,21,32,0
1079,21,32,0
1080,21,32,0
1081,21,32,0
1082,21,32,0
1083,21,32,0
1084,21,32,0
1085,21,32,0
1086,21,32,0
1087,21,32,0
1088,21,32,0
1089,21,32,0
1090,21,32,0
1091,21,32,0
1092,21,32,0
1093,21,32,0
1094,21,32,0
1095,21,32,0
1096,21,32,0
1097,21,32,0
1098,21,32,0
1099,21,32,0
1100,21,32,0
1101,21,32,0
1102,21,32,0
1103,21,32,0
1104,21,32,0
1105,21,32,0
1106,21,32,0
1107,21,32,0
1108,21,32,0
1109,21,32,0
1110,21,32,0
1111,21,32,0
1112,21,32,0
1113,21,32,0
1114,21,32,0
1115,21,32,0
1116,21,32,0
1117,21,32,0
1118,21,32,0
1119,21,32,0
1120,21,32,0
1121,21,32,0
1122,21,32,0
1123,21,32,0
1124,21,32,0
1125,21,32,0
1126,21,32,0
1127,21,32,0
1128,21,32,0
1129,21,32,0
1130,21,32,0
1131,21,32,0
1132,21,32,0
1133,21,32,0
1134,21,32,0
1135,21,32,0
1136,21,32,0
1137,21,32,0
1138,21,32,0
1139,21,32,0
1140,21,32,0
1141,21,32,0
1142,21,32,0
1143,21,32,0
1144,21,32,0
1145,21,32,0
1146,21,32,0
1147,21,32,0
1148,21,32,0
1149,21,32,0
1150,21,32,0
1151,21,32,0
1152,21,32,0
1153,21,32,0
1154,21,32,0
1155,21,32,0
1156,21,32,0
1157,21,32,0
1158,21,32,0
1159,21,32,0
1160,21,32,0
1161,21,32,0
1162,21,32,0
1163,21,32,0
1164,21,32,0
1165,21,32,0
1166,21,32,0
1167,21,32,0
1168,21,32,0
1169,21,32,0
1170,21,32,0
1171,21,32,0
1172,21,32,0
1173,21,32,0
1174,21,32,0
1175,21,32,0
1176,21,32,0
1177,21,32,0
1178,21,32,0
1179,21,32,0
1180,21,32,0
1181,21,32,0
1182,21,32,0
1183,21,32,0
1184,21,32,0
1185,21,32,0
1186,21,32,0
1187,21,32,0
1188,21,32,0
1189,21,32,0
1190,21,32,0
1191,21,32,0
1192,21,32,0
1193,21,32,0
1194,21,32,0
1195,21,32,0
1196,21,32,0
1197,21,32,0
1198,21,32,0
1199,21,32,0
1200,21,32,0
1201,21,32,0
1202,21,32,0
1203,21,32,0
1204,21,32,0
1205,21,32,0
1206,21,32,0
1207,21,32,0
1208,21,32,0
1209,21,32,0
1210,21,32,0
1211,21,32,0
1212,21,32,0
1213,21,32,0
1214,21,32,0
1215,21,32,0
1216,21,32,0
1217,21,32,0
1218,21,32,0
1219,21,32,0
1220,21,32,0
1221,21,32,0
1222,21,32,0
1223,21,32,0
1224,21,32,0
1225,21,32,0
1226,21,32,0
1227,21,32,0
1228,21,32,0
1229,21,32,0
1230,21,32,0
1231,21,32,0
1232,21,32,0
1233,21,32,0
1234,21,32,0
1235,21,32,0
1236,21,32,0
1237,21,32,0
1238,21,32,0
1239,21,32,0
1240,21,32,0
1241,21,32,0
1242,21,32,0
1243,21,32,0
1244,21,32,0
1245,21,32,0
1246,21,32,0
1247,21,32,0
1248,21,32,0
1249,21,32,0
1250,21,32,0
1251,21,32,0
1252,21,32,0
1253,21,32,0
1254,21,32,0
1255,21,32,0
1256,21,32,0
1257,21,32,0
1258,21,32,0
1259,21,32,0
1260,21,32,0
1261,21,32,0
1262,21,32,0
1263,21,32,0
1264,21,32,0
1265,21,32,0
1266,21,32,0
1267,21,32,0
1268,21,32,0
1269,21,32,0
1270,21,32,0
1271,21,32,0
1272,21,32,0
1273,21,32,0
1274,21,32,0
1275,21,32,0
1276,21,32,0
1277,21,32,0
1278,1,20,0
1279,1,20,0
1280,1,20,0
1281,1,20,0
1282,1,20,0
1283,1,20,0
1284,1,20,0
1285,1,20,0
1286,1,20,0
1287,1,20,0
1288,1,20,0
1289,1,20,0
1290,1,20,0
1291,1,20,0
1292,1,20,0
1293,1,20,0
1294,1,20,0
1295,1,20,0
1296,1,20,0
1297,1,20,0
1298,1,20,0
1299,1,20,0
1300,1,20,0
1301,1,20,0
1302,1,20,0
1303,1,20,0
1304,1,20,0
1305,1,20,0
1306,1,20,0
1307,1,20,0
1308,9,28,0
1309,9,28,0
1310,9,28,0
1311,9,28,0
1312,9,28,0
1313,9,28,0
1314,9,28,0
1315,9,28,0
1316,9,28,0
1317,9,28,0
1318,9,28,0
1319,9,28,0
1320,9,28,0
1321,9,28,0
1322,9,28,0
1323,9,28,0
1324,9,28,0
1325,9,28,0
1326,9,28,0
1327,7,23,6
1328,7,23,6
1329,7,23,6
1330,7,23,6
1331,7,23,6
1332,7,23,6
1333,7,23,6
1334,7,23,6
1335,7,23,6
1336,7,23,6
1337,7,23,6
1338,6,22,0
1339,6,22,0
1340,6,22,0
1341,5,25,0
1342,5,25,0
1343,5,25,0
1344,5,25,0
1345,5,25,0
1346,5,25,0
1347,5,25,0
1348,5,25,0
1349,5,25,0
1350,5,25,0
1351,5,25,0
1352,5,25,0
1353,5,25,0
1354,5,25,0
1355,5,25,0
1356,5,25,0
1357,12,30,0
1358,12,30,0
1359,1,70,0
1360,17,38,0
1361,5,13,0
1362,19,80,14
1363,16,66,5
1364,4,10,0
1365,3,10,0
1366,7,12,0
1367,23,112,7
1368,19,100,0
1369,27,115,0
1370,14,24,15
1371,5,106,5
1372,6,20,0
1373,8,35,0
1374,8,45,0
1375,9,75,6
1376,5,50,8
1377,16,65,10
1378,17,130,0
1379,21,140,0
1380,20,33,5
1381,20,31,0
1382,5,78,0
1383,4,20,0
1384,18,142,0
1385,7,31,0
1386,16,55,6
1387,17,58,4
1388,16,45,5
1389,21,49,0
1390,20,50,17
1391,19,81,0
1392,3,25,8
1393,22,60,0
1394,4,14,0
1395,6,25,0
1396,10,70,0
1397,34,100,0
1398,34,120,0
1399,24,83,8
1400,19,124,0
1401,17,105,0
1402,18,68,0
1403,4,13,10
1404,13,56,13
1405,8,52,0
1406,9,44,10
1407,14,35,0
1408,38,20,0
1409,20,50,0
1410,20,38,10
1411,28,82,7
1412,22,56,0
1413,33,110,0
1414,33,50,0
1415,30,50,0
1416,33,70,0
1417,33,52,0
1418,30,51,0
1419,22,55,7
1420,22,71,0
1421,22,61,20
1422,22,98,0
1423,16,40,0
1424,13,24,7
1425,21,46,10
1426,17,64,7
1427,18,50,0
1428,18,52,0
1429,34,95,0
1430,18,65,0
1431,25,68,14
1432,46,140,0
1433,46,140,8
1434,40,128,19
1435,34,82,0
1436,40,99,0
1437,3,2,30
1438,30,46,0
1439,28,53,15
1440,19,24,10
1441,26,61,0
1442,36,118,0
1443,2,9,5
1444,5,4,0
1445,6,7,0
1446,7,7,0
1447,9,11,0
1448,9,10,0
1449,5,5,0
1450,10,10,0
1451,3,5,0
1452,7,9,0
1453,8,7,0
1454,8,6,0
1455,8,6,0
1456,9,11,0
1457,9,10,0
1458,8,8,0
1459,7,9,0
1460,7,8,0
1461,8,11,0
1462,8,16,0
1463,2,1,0
1464,7,12,0
1465,7,7,0
1466,5,7,0
1467,7,7,0
1468,7,7,0
1469,7,8,0
1470,5,7,0
1471,7,12,0
1472,7,12,0
1473,7,7,0
1474,5,4,0
1475,7,12,0
1476,7,12,0
1477,7,12,0
1478,7,12,0
1479,7,12,0
1480,7,8,0
1481,7,12,0
1482,5,7,0
1483,7,12,0
1484,7,12,0
1485,7,12,0
1486,7,7,0
1487,7,7,0
1488,7,12,0
1489,7,12,0
1490,7,7,0
1491,7,7,0
1492,7,10,0
1493,7,12,0
1494,7,7,0
1495,7,7,0
1496,7,12,0
1497,7,12,0
1498,7,12,0
1499,7,12,0
1500,23,100,10
1501,13,24,0
1502,8,11,0
1503,5,20,0
1504,7,15,0
1505,9,30,0
1506,9,30,0
1507,1,60,0
1508,13,27,0
1509,18,22,0
1510,12,20,0
1511,11,18,0
1512,12,22,0
1513,12,12,0
1514,5,8,0
1515,12,12,0
1516,2,2,0
1517,12,12,0
1518,4,5,0
1519,24,50,9
1520,2,4,27
1521,7,23,25
1522,12,120,0
1523,26,58,0
1524,7,43,0
1525,29,98,0
1526,16,63,0
1527,19,79,0
1528,14,32,0
1529,2,10,0
1530,2,10,0
1531,2,10,0
1532,2,10,0
1533,2,10,0
1534,2,10,0
1535,2,10,0
1536,2,10,0
1537,2,10,0
1538,2,10,0
1539,2,10,0
1540,2,10,0
1541,2,10,0
1542,2,10,0
1543,2,10,0
1544,2,10,0
1545,2,10,0
1546,2,10,0
1547,2,10,0
1548,2,10,0
1549,2,10,0
1550,2,10,0
1551,2,10,0
1552,2,10,0
1553,2,10,0
1554,2,10,0
1555,2,10,0
1556,4,6,3
1557,4,5,4
1558,19,81,10
1559,15,65,0
1560,9,55,43
1561,8,10,0
1562,5,9,0
1563,4,5,0
1564,9,10,0
1565,8,9,0
1566,5,6,0
1567,5,6,0
1568,7,15,0
1569,8,11,0
1570,5,6,0
1571,7,12,0
1572,4,5,0
1573,5,8,0
1574,5,6,0
1575,3,7,0
1576,5,8,0
1577,9,11,0
1578,5,5,0
1579,7,13,0
1580,4,4,0
1581,6,18,0
1582,6,8,0
1583,8,10,0
1584,8,8,0
1585,8,13,0
1586,5,6,0
1587,8,10,0
1588,3,10,0
1589,3,10,0
1590,3,10,0
1591,3,10,0
1592,3,10,0
1593,3,10,0
1594,3,10,0
1595,3,10,0
1596,14,31,0
1597,14,39,0
1598,2,10,0
1599,2,10,0
1600,2,10,0
1601,2,10,0
1602,2,10,0
1603,2,10,0
1604,2,10,0
1605,2,10,0
1606,2,10,0
1607,12,30,0
1608,14,33,0
1609,15,35,0
1610,13,30,0
1611,16,35,0
1612,12,33,0
1613,19,34,0
1614,16,34,0
1615,14,35,0
1616,13,30,0
1617,14,32,0
1618,5,10,0
1619,14,32,0
1620,15,32,0
1621,14,33,0
1622,13,33,0
1623,12,30,0
1624,16,33,0
1625,14,34,0
1626,14,35,0
1627,14,33,0
1628,14,35,0
1629,16,34,0
1630,14,35,0
1631,14,30,0
1632,12,35,0
1633,15,35,0
1634,15,33,0
1635,13,20,0
1636,15,35,0
1637,16,34,0
1638,14,34,0
1639,14,32,0
1640,14,34,0
1641,16,35,0
1642,16,35,0
1643,12,35,0
1644,14,33,0
1645,13,32,0
1646,13,32,0
1647,20,84,0
1648,13,26,0
1649,2,10,0
1650,2,10,0
1651,2,10,0
1652,2,10,0
1653,2,10,0
1654,2,10,0
1655,2,10,0
1656,2,10,0
1657,16,28,12
1658,43,70,17
1659,9,22,0
