long,lat,coord_x,coord_y
-58.4668874374,-34.6627896796, FRANCISCO," Gral. Av."""
-58.466824600200006,-34.6628512496, FRANCISCO," Gral. Av."""
-58.466808884399995,-34.662734514499995, FRANCISCO," Gral. Av."""
-58.4668082316,-34.6627703916, FRANCISCO," Gral. Av."""
-58.4667480055,-34.662684216500004, FRANCISCO," Gral. Av."""
-58.4667381904,-34.662758855599996, FRANCISCO," Gral. Av."""
-58.4667342667,-34.662838271999995, FRANCISCO," Gral. Av."""
-58.466662148199994,-34.6627341588, FRANCISCO," Gral. Av."""
-58.4666558188,-34.6626972002, FRANCISCO," Gral. Av."""
-58.4666361772,-34.662611204, FRANCISCO," Gral. Av."""
-58.4666243968,-34.6626566367, FRANCISCO," Gral. Av."""
-58.4665772696,-34.6627166737, FRANCISCO," Gral. Av."""
-58.46656940810001,-34.6625788447, FRANCISCO," Gral. Av."""
-58.4665281714,-34.662622565599996, FRANCISCO," Gral. Av."""
-58.466512457,-34.6625285465, FRANCISCO," Gral. Av."""
-58.466497735,-34.662661778899995, FRANCISCO," Gral. Av."""
-58.466477106800006,-34.6624685121, FRANCISCO," Gral. Av."""
-58.466463362,-34.6624993416, FRANCISCO," Gral. Av."""
-58.46644765560001,-34.6625788485, FRANCISCO," Gral. Av."""
-58.4664299759,-34.66244742, FRANCISCO," Gral. Av."""
-58.4664210337,-34.6625319748, FRANCISCO," Gral. Av."""
-58.4664044541,-34.6626030984, FRANCISCO," Gral. Av."""
-58.466369207700005,-34.6624230831, FRANCISCO," Gral. Av."""
-58.466351536800005,-34.6624863643, FRANCISCO," Gral. Av."""
-58.4663358291,-34.66253991, FRANCISCO," Gral. Av."""
-58.466318151,-34.662439310500005, FRANCISCO," Gral. Av."""
-58.466314221000005,-34.6623808977, FRANCISCO," Gral. Av."""
-58.466311497700005,-34.6624777118, FRANCISCO," Gral. Av."""
-58.46626316930001,-34.6625155734, FRANCISCO," Gral. Av."""
-58.4662278174,-34.6624101067, FRANCISCO," Gral. Av."""
-58.4662101462,-34.662471765300005, FRANCISCO," Gral. Av."""
-58.4662062141,-34.662361429899995, FRANCISCO," Gral. Av."""
-58.4601188609,-34.6645321052, FRANCISCO," Gral. Av."""
-58.460103806899994,-34.664476035700005, FRANCISCO," Gral. Av."""
-58.4600887541,-34.664382737, FRANCISCO," Gral. Av."""
-58.4600284163,-34.6645569828, FRANCISCO," Gral. Av."""
-58.45992302609999,-34.6645507605, FRANCISCO," Gral. Av."""
-58.4598101079,-34.664544538, FRANCISCO," Gral. Av."""
-58.459810115,-34.6643391915, FRANCISCO," Gral. Av."""
-58.4596670778,-34.664550754400004, FRANCISCO," Gral. Av."""
